Date,Hotel,Room_Available,Room_Sold,ADR,Room_Revenue
2025-03-07,Daun Bali Seminyak Hotel,89,47,428842.0,20155574.0
2025-03-07,The Capital Hotel & Resort Seminyak,119,51,483725.0,24669975.0
2025-03-08,Liberta,100,89,249117.0,22171413.0
2025-03-08,Paragon Suites & Resort,115,41,287751.0,11797791.0
2025-03-08,D'Prima Hotel Petitenget,112,108,343388.0,37085904.0
2025-03-08,Daun Bali Seminyak Hotel,91,45,421713.0,18977085.0
2025-03-08,Kamania Hotel Petitenget,134,66,433423.0,28605918.0
2025-03-08,The Capital Hotel & Resort Seminyak,119,57,481117.0,27423669.0
2025-03-09,Liberta,100,76,241335.0,18341460.0
2025-03-09,Paragon Suites & Resort,115,38,273815.0,10404970.0
2025-03-09,D'Prima Hotel Petitenget,112,102,313673.0,31994646.0
2025-03-09,Daun Bali Seminyak Hotel,91,39,420045.0,16381755.0
2025-03-09,Kamania Hotel Petitenget,134,63,454521.0,28634823.0
2025-03-09,The Capital Hotel & Resort Seminyak,119,52,461274.0,23986248.0
2025-03-10,Liberta,100,69,242323.0,16720287.0
2025-03-10,Paragon Suites & Resort,115,40,268115.0,10724600.0
2025-03-10,D'Prima Hotel Petitenget,112,103,345585.0,35595255.0
2025-03-10,Daun Bali Seminyak Hotel,87,32,430933.0,13789856.0
2025-03-10,Kamania Hotel Petitenget,134,71,439810.0,31226510.0
2025-03-10,The Capital Hotel & Resort Seminyak,119,49,459258.0,22503642.0
2025-03-11,Liberta,100,63,258582.0,16290666.0
2025-03-11,Paragon Suites & Resort,115,45,263991.0,11879595.0
2025-03-11,D'Prima Hotel Petitenget,112,100,324986.0,32498600.0
2025-03-11,Daun Bali Seminyak Hotel,86,35,415834.0,14554190.0
2025-03-11,Kamania Hotel Petitenget,134,63,446670.0,28140210.0
2025-03-11,The Capital Hotel & Resort Seminyak,119,51,462758.0,23600658.0
2025-03-12,Liberta,100,50,250919.0,12545950.0
2025-03-12,Paragon Suites & Resort,115,38,266399.0,10123162.0
2025-03-12,D'Prima Hotel Petitenget,112,102,338947.0,34572594.0
2025-03-12,Daun Bali Seminyak Hotel,86,26,421811.0,10967086.0
2025-03-12,Kamania Hotel Petitenget,134,58,438902.0,25456316.0
2025-03-12,The Capital Hotel & Resort Seminyak,119,55,473412.0,26037660.0
2025-03-13,Liberta,100,70,257735.0,18041450.0
2025-03-13,Paragon Suites & Resort,115,54,297973.0,16090542.0
2025-03-13,D'Prima Hotel Petitenget,112,104,345006.0,35880624.0
2025-03-13,Kamania Hotel Petitenget,134,63,410176.0,25841088.0
2025-03-13,Daun Bali Seminyak Hotel,85,32,416053.0,13313696.0
2025-03-13,The Capital Hotel & Resort Seminyak,119,56,463866.0,25976496.0
2025-03-14,Liberta,100,78,248214.0,19360692.0
2025-03-14,Paragon Suites & Resort,115,48,293610.0,14093280.0
2025-03-14,D'Prima Hotel Petitenget,112,106,330923.0,35077838.0
2025-03-14,Kamania Hotel Petitenget,134,65,406843.0,26444795.0
2025-03-14,Daun Bali Seminyak Hotel,88,28,432800.0,12118400.0
2025-03-14,The Capital Hotel & Resort Seminyak,119,54,461851.0,24939954.0
2025-03-15,Paragon Suites & Resort,115,42,242363.0,10179246.0
2025-03-15,Liberta,100,78,249922.0,19493916.0
2025-03-15,D'Prima Hotel Petitenget,112,103,343630.0,35393890.0
2025-03-15,Kamania Hotel Petitenget,134,75,408911.0,30668325.0
2025-03-15,Daun Bali Seminyak Hotel,88,42,434035.0,18229470.0
2025-03-15,The Capital Hotel & Resort Seminyak,119,61,467833.0,28537813.0
2025-03-16,Liberta,100,81,247021.0,20008701.0
2025-03-16,Paragon Suites & Resort,115,42,296708.0,12461736.0
2025-03-16,D'Prima Hotel Petitenget,112,78,333362.0,26002236.0
2025-03-16,Kamania Hotel Petitenget,134,81,423014.0,34264134.0
2025-03-16,Daun Bali Seminyak Hotel,87,37,429880.0,15905560.0
2025-03-16,The Capital Hotel & Resort Seminyak,119,59,475163.0,28034617.0
2025-03-17,Liberta,100,69,251868.0,17378892.0
2025-03-17,Paragon Suites & Resort,115,47,301117.0,14152499.0
2025-03-17,D'Prima Hotel Petitenget,112,82,333289.0,27329698.0
2025-03-17,Daun Bali Seminyak Hotel,88,45,424200.0,19089000.0
2025-03-17,Kamania Hotel Petitenget,134,83,424636.0,35244788.0
2025-03-17,The Capital Hotel & Resort Seminyak,119,57,515015.0,29355855.0
2025-03-18,Liberta,100,47,253086.0,11895042.0
2025-03-18,Paragon Suites & Resort,115,45,285071.0,12828195.0
2025-03-18,D'Prima Hotel Petitenget,112,90,348555.0,31369950.0
2025-03-18,Kamania Hotel Petitenget,134,59,435961.0,25721699.0
2025-03-18,Daun Bali Seminyak Hotel,87,41,438806.0,17991046.0
2025-03-18,The Capital Hotel & Resort Seminyak,119,51,495257.0,25258107.0
2025-03-19,Liberta,100,46,250172.0,11507912.0
2025-03-19,Paragon Suites & Resort,115,51,290772.0,14829372.0
2025-03-19,D'Prima Hotel Petitenget,112,96,333461.0,32012256.0
2025-03-19,Kamania Hotel Petitenget,134,52,440961.0,22929972.0
2025-03-19,The Capital Hotel & Resort Seminyak,119,49,475245.0,23287005.0
2025-03-19,Daun Bali Seminyak Hotel,83,38,486968.0,18504784.0
2025-03-20,Kamania Hotel Petitenget,134,57,241199.0,13748343.0
2025-03-20,Liberta,100,50,241199.0,12059950.0
2025-03-20,Paragon Suites & Resort,115,43,273216.0,11748288.0
2025-03-20,D'Prima Hotel Petitenget,112,90,384124.0,34571160.0
2025-03-20,The Capital Hotel & Resort Seminyak,119,50,464097.0,23204850.0
2025-03-20,Daun Bali Seminyak Hotel,85,40,484614.0,19384560.0
2025-03-21,Liberta,100,43,241073.0,10366139.0
2025-03-21,Paragon Suites & Resort,115,41,290808.0,11923128.0
2025-03-21,D'Prima Hotel Petitenget,112,84,368306.0,30937704.0
2025-03-21,Kamania Hotel Petitenget,134,64,430478.0,27550592.0
2025-03-21,Daun Bali Seminyak Hotel,70,50,469671.0,23483550.0
2025-03-21,The Capital Hotel & Resort Seminyak,119,52,471219.0,24503388.0
2025-03-22,Liberta,100,64,245364.0,15703296.0
2025-03-22,Paragon Suites & Resort,115,42,291175.0,12229350.0
2025-03-22,D'Prima Hotel Petitenget,112,67,350222.0,23464874.0
2025-03-22,Kamania Hotel Petitenget,134,61,430675.0,26271175.0
2025-03-22,Daun Bali Seminyak Hotel,73,45,471153.0,21201885.0
2025-03-22,The Capital Hotel & Resort Seminyak,119,52,471619.0,24524188.0
2025-03-23,Liberta,100,75,230711.0,17303325.0
2025-03-23,Paragon Suites & Resort,115,59,305272.0,18011048.0
2025-03-23,D'Prima Hotel Petitenget,112,78,348239.0,27162642.0
2025-03-23,Daun Bali Seminyak Hotel,73,27,434204.0,11723508.0
2025-03-23,Kamania Hotel Petitenget,134,55,447611.0,24618605.0
2025-03-23,The Capital Hotel & Resort Seminyak,119,56,467708.0,26191648.0
2025-03-24,Liberta,100,77,230890.0,17778530.0
2025-03-24,Paragon Suites & Resort,115,62,298768.0,18523616.0
2025-03-24,D'Prima Hotel Petitenget,112,88,362925.0,31937400.0
2025-03-24,Daun Bali Seminyak Hotel,72,22,433839.0,9544458.0
2025-03-24,Kamania Hotel Petitenget,134,46,444329.0,20439134.0
2025-03-24,The Capital Hotel & Resort Seminyak,119,72,450217.0,32415624.0
2025-03-25,Liberta,100,65,225831.0,14679015.0
2025-03-25,Paragon Suites & Resort,115,40,295260.0,11810400.0
2025-03-25,D'Prima Hotel Petitenget,112,65,356225.0,23154625.0
2025-03-25,Kamania Hotel Petitenget,134,48,443611.0,21293328.0
2025-03-25,The Capital Hotel & Resort Seminyak,119,50,452399.0,22619950.0
2025-03-25,Daun Bali Seminyak Hotel,88,19,458548.0,8712412.0
2025-03-26,Liberta,100,85,230931.0,19629135.0
2025-03-26,Paragon Suites & Resort,115,38,291980.0,11095240.0
2025-03-26,D'Prima Hotel Petitenget,112,43,347932.0,14961076.0
2025-03-26,Kamania Hotel Petitenget,134,51,447162.0,22805262.0
2025-03-26,The Capital Hotel & Resort Seminyak,119,62,466308.0,28911096.0
2025-03-26,Daun Bali Seminyak Hotel,84,16,469466.0,7511456.0
2025-03-27,Liberta,100,86,233556.0,20085816.0
2025-03-27,Paragon Suites & Resort,115,50,305318.0,15265900.0
2025-03-27,D'Prima Hotel Petitenget,112,69,358281.0,24721389.0
2025-03-27,Kamania Hotel Petitenget,134,93,430955.0,40078815.0
2025-03-27,Daun Bali Seminyak Hotel,87,29,455180.0,13200220.0
2025-03-27,The Capital Hotel & Resort Seminyak,119,58,469382.0,27224156.0
2025-03-28,Liberta,100,88,268912.0,23664256.0
2025-03-28,The Capital Hotel & Resort Seminyak,119,45,405886.0,18264870.0
2025-03-28,D'Prima Hotel Petitenget,112,40,435519.0,17420760.0
2025-03-28,Paragon Suites & Resort,115,55,436013.0,23980715.0
2025-03-28,Daun Bali Seminyak Hotel,85,29,514394.0,14917426.0
2025-03-28,Kamania Hotel Petitenget,134,111,556368.0,61756848.0
2025-03-29,Liberta,100,88,268912.0,23664256.0
2025-03-29,The Capital Hotel & Resort Seminyak,119,45,405886.0,18264870.0
2025-03-29,D'Prima Hotel Petitenget,112,40,430046.0,17201840.0
2025-03-29,Paragon Suites & Resort,115,55,436013.0,23980715.0
2025-03-29,Daun Bali Seminyak Hotel,86,32,504515.0,16144480.0
2025-03-29,Kamania Hotel Petitenget,134,110,523286.0,57561460.0
2025-03-30,Liberta,100,89,296225.0,26364025.0
2025-03-30,Paragon Suites & Resort,115,70,369007.0,25830490.0
2025-03-30,D'Prima Hotel Petitenget,112,47,457371.0,21496437.0
2025-03-30,The Capital Hotel & Resort Seminyak,119,56,536369.0,30036664.0
2025-03-30,Kamania Hotel Petitenget,134,112,538328.0,60292736.0
2025-03-30,Daun Bali Seminyak Hotel,84,45,657283.0,29577735.0
2025-03-31,Liberta,100,89,290914.0,25891346.0
2025-03-31,Paragon Suites & Resort,115,63,392714.0,24740982.0
2025-03-31,D'Prima Hotel Petitenget,112,75,470630.0,35297250.0
2025-03-31,The Capital Hotel & Resort Seminyak,119,52,525807.0,27341964.0
2025-03-31,Kamania Hotel Petitenget,134,121,593271.0,71785791.0
2025-03-31,Daun Bali Seminyak Hotel,89,59,653589.0,38561751.0
2025-04-01,Liberta,100,94,303321.0,28512174.0
2025-04-01,Paragon Suites & Resort,115,73,411786.0,30060378.0
2025-04-01,D'Prima Hotel Petitenget,112,81,491558.0,39816198.0
2025-04-01,The Capital Hotel & Resort Seminyak,119,72,583586.0,42018192.0
2025-04-01,Daun Bali Seminyak Hotel,88,82,622426.0,51038932.0
2025-04-01,Kamania Hotel Petitenget,134,102,679662.0,69325524.0
2025-04-02,Liberta,100,92,305657.0,28120444.0
2025-04-02,Paragon Suites & Resort,115,75,415008.0,31125600.0
2025-04-02,D'Prima Hotel Petitenget,112,97,545238.0,52888086.0
2025-04-02,The Capital Hotel & Resort Seminyak,119,87,610115.0,53080005.0
2025-04-02,Daun Bali Seminyak Hotel,88,85,642112.0,54579520.0
2025-04-02,Kamania Hotel Petitenget,134,126,674324.0,84964824.0
2025-04-03,Liberta,100,96,334907.0,32151072.0
2025-04-03,Paragon Suites & Resort,115,89,448308.0,39899412.0
2025-04-03,D'Prima Hotel Petitenget,112,106,495888.0,52564128.0
2025-04-03,The Capital Hotel & Resort Seminyak,119,83,619866.0,51448878.0
2025-04-03,Daun Bali Seminyak Hotel,88,87,637558.0,55467546.0
2025-04-03,Kamania Hotel Petitenget,134,130,662891.0,86175830.0
2025-04-04,Liberta,100,93,322270.0,29971110.0
2025-04-04,Paragon Suites & Resort,115,95,471288.0,44772360.0
2025-04-04,D'Prima Hotel Petitenget,112,76,477624.0,36299424.0
2025-04-04,The Capital Hotel & Resort Seminyak,119,87,624911.0,54367257.0
2025-04-04,Daun Bali Seminyak Hotel,88,83,639345.0,53065635.0
2025-04-04,Kamania Hotel Petitenget,134,121,663617.0,80297657.0
2025-04-05,Liberta,100,90,286953.0,25825770.0
2025-04-05,Paragon Suites & Resort,115,62,421889.0,26157118.0
2025-04-05,D'Prima Hotel Petitenget,112,63,483316.0,30448908.0
2025-04-05,Kamania Hotel Petitenget,134,115,597686.0,68733890.0
2025-04-05,Daun Bali Seminyak Hotel,89,74,610394.0,45169156.0
2025-04-05,The Capital Hotel & Resort Seminyak,119,71,641911.0,45575681.0
2025-04-06,Liberta,100,80,281002.0,22480160.0
2025-04-06,Paragon Suites & Resort,115,88,398051.0,35028488.0
2025-04-06,D'Prima Hotel Petitenget,112,69,486610.0,33576090.0
2025-04-06,Daun Bali Seminyak Hotel,90,47,539668.0,25364396.0
2025-04-06,Kamania Hotel Petitenget,134,106,594948.0,63064488.0
2025-04-06,The Capital Hotel & Resort Seminyak,119,77,650377.0,50079029.0
2025-04-07,Liberta,100,91,295882.0,26925262.0
2025-04-07,Paragon Suites & Resort,115,90,402553.0,36229770.0
2025-04-07,D'Prima Hotel Petitenget,112,70,421314.0,29491980.0
2025-04-07,Kamania Hotel Petitenget,134,111,466530.0,51784830.0
2025-04-07,Daun Bali Seminyak Hotel,89,56,498488.0,27915328.0
2025-04-07,The Capital Hotel & Resort Seminyak,119,69,610218.0,42105042.0
2025-04-08,Liberta,100,91,288415.0,26245765.0
2025-04-08,Paragon Suites & Resort,115,80,309115.0,24729200.0
2025-04-08,D'Prima Hotel Petitenget,112,65,382478.0,24861070.0
2025-04-08,Daun Bali Seminyak Hotel,89,48,450168.0,21608064.0
2025-04-08,Kamania Hotel Petitenget,134,102,474916.0,48441432.0
2025-04-08,The Capital Hotel & Resort Seminyak,119,65,620158.0,40310270.0
2025-04-09,Liberta,100,91,293451.0,26704041.0
2025-04-09,Paragon Suites & Resort,115,80,309876.0,24790080.0
2025-04-09,D'Prima Hotel Petitenget,112,59,379550.0,22393450.0
2025-04-09,Kamania Hotel Petitenget,134,101,440584.0,44498984.0
2025-04-09,Daun Bali Seminyak Hotel,89,63,465362.0,29317806.0
2025-04-09,The Capital Hotel & Resort Seminyak,119,56,520803.0,29164968.0
2025-04-10,Liberta,100,86,238973.0,20551678.0
2025-04-10,Paragon Suites & Resort,115,74,313141.0,23172434.0
2025-04-10,D'Prima Hotel Petitenget,112,63,404181.0,25463403.0
2025-04-10,Kamania Hotel Petitenget,134,105,440487.0,46251135.0
2025-04-10,Daun Bali Seminyak Hotel,89,58,456202.0,26459716.0
2025-04-10,The Capital Hotel & Resort Seminyak,119,56,466431.0,26120136.0
2025-04-11,Liberta,100,89,243234.0,21647826.0
2025-04-11,Paragon Suites & Resort,115,72,321471.0,23145912.0
2025-04-11,D'Prima Hotel Petitenget,112,51,393251.0,20055801.0
2025-04-11,Kamania Hotel Petitenget,134,112,439724.0,49249088.0
2025-04-11,Daun Bali Seminyak Hotel,88,48,450995.0,21647760.0
2025-04-11,The Capital Hotel & Resort Seminyak,119,54,504710.0,27254340.0
2025-04-12,Liberta,100,89,245510.0,21850390.0
2025-04-12,Paragon Suites & Resort,115,69,305397.0,21072393.0
2025-04-12,D'Prima Hotel Petitenget,112,69,383992.0,26495448.0
2025-04-12,Daun Bali Seminyak Hotel,89,57,439256.0,25037592.0
2025-04-12,Kamania Hotel Petitenget,134,118,453511.0,53514298.0
2025-04-12,The Capital Hotel & Resort Seminyak,119,60,519223.0,31153380.0
2025-04-13,Liberta,100,91,237092.0,21575372.0
2025-04-13,Paragon Suites & Resort,115,73,314596.0,22965508.0
2025-04-13,D'Prima Hotel Petitenget,112,59,389278.0,22967402.0
2025-04-13,Daun Bali Seminyak Hotel,89,43,430553.0,18513779.0
2025-04-13,Kamania Hotel Petitenget,134,113,453460.0,51240980.0
2025-04-13,The Capital Hotel & Resort Seminyak,119,55,470043.0,25852365.0
2025-04-14,Liberta,100,88,260150.0,22893200.0
2025-04-14,Paragon Suites & Resort,115,75,313224.0,23491800.0
2025-04-14,D'Prima Hotel Petitenget,112,57,389488.0,22200816.0
2025-04-14,Daun Bali Seminyak Hotel,88,44,443780.0,19526320.0
2025-04-14,Kamania Hotel Petitenget,134,100,458899.0,45889900.0
2025-04-14,The Capital Hotel & Resort Seminyak,119,58,461720.0,26779760.0
2025-04-15,Liberta,100,81,248287.0,20111247.0
2025-04-15,Paragon Suites & Resort,115,78,320991.0,25037298.0
2025-04-15,D'Prima Hotel Petitenget,112,68,390855.0,26578140.0
2025-04-15,Kamania Hotel Petitenget,134,91,454388.0,41349308.0
2025-04-15,Daun Bali Seminyak Hotel,87,55,460483.0,25326565.0
2025-04-15,The Capital Hotel & Resort Seminyak,119,53,490558.0,25999574.0
2025-04-16,Liberta,100,86,238557.0,20515902.0
2025-04-16,Paragon Suites & Resort,115,85,318249.0,27051165.0
2025-04-16,D'Prima Hotel Petitenget,112,66,368082.0,24293412.0
2025-04-16,The Capital Hotel & Resort Seminyak,119,48,420247.0,20171856.0
2025-04-16,Kamania Hotel Petitenget,134,89,463877.0,41285053.0
2025-04-16,Daun Bali Seminyak Hotel,86,51,468740.0,23905740.0
2025-04-17,Liberta,100,86,233664.0,20095104.0
2025-04-17,Paragon Suites & Resort,115,88,320119.0,28170472.0
2025-04-17,D'Prima Hotel Petitenget,112,78,389559.0,30385602.0
2025-04-17,The Capital Hotel & Resort Seminyak,119,50,460121.0,23006050.0
2025-04-17,Daun Bali Seminyak Hotel,87,65,464283.0,30178395.0
2025-04-17,Kamania Hotel Petitenget,134,105,467534.0,49091070.0
2025-04-18,Liberta,100,85,234697.0,19949245.0
2025-04-18,Paragon Suites & Resort,115,80,301059.0,24084720.0
2025-04-18,D'Prima Hotel Petitenget,112,105,402739.0,42287595.0
2025-04-18,Kamania Hotel Petitenget,134,116,460976.0,53473216.0
2025-04-18,Daun Bali Seminyak Hotel,87,84,464036.0,38979024.0
2025-04-18,The Capital Hotel & Resort Seminyak,119,55,495115.0,27231325.0
2025-04-19,Liberta,100,84,237895.0,19983180.0
2025-04-19,Paragon Suites & Resort,115,107,311717.0,33353719.0
2025-04-19,D'Prima Hotel Petitenget,112,95,402752.0,38261440.0
2025-04-19,Daun Bali Seminyak Hotel,89,84,466199.0,39160716.0
2025-04-19,Kamania Hotel Petitenget,134,115,468821.0,53914415.0
2025-04-19,The Capital Hotel & Resort Seminyak,119,83,498216.0,41351928.0
2025-04-20,Liberta,100,85,252933.0,21499305.0
2025-04-20,Paragon Suites & Resort,115,91,322560.0,29352960.0
2025-04-20,D'Prima Hotel Petitenget,112,71,396684.0,28164564.0
2025-04-20,Kamania Hotel Petitenget,134,109,453242.0,49403378.0
2025-04-20,Daun Bali Seminyak Hotel,89,61,460083.0,28065063.0
2025-04-20,The Capital Hotel & Resort Seminyak,119,60,492991.0,29579460.0
2025-04-21,Liberta,100,79,259101.0,20468979.0
2025-04-21,Paragon Suites & Resort,115,83,317249.0,26331667.0
2025-04-21,D'Prima Hotel Petitenget,112,70,388034.0,27162380.0
2025-04-21,Kamania Hotel Petitenget,134,89,449861.0,40037629.0
2025-04-21,Daun Bali Seminyak Hotel,89,46,453343.0,20853778.0
2025-04-21,The Capital Hotel & Resort Seminyak,119,58,485648.0,28167584.0
2025-04-22,Liberta,100,89,232562.0,20698018.0
2025-04-22,Paragon Suites & Resort,115,90,329885.0,29689650.0
2025-04-22,D'Prima Hotel Petitenget,112,67,369868.0,24781156.0
2025-04-22,Daun Bali Seminyak Hotel,89,51,438178.0,22347078.0
2025-04-22,Kamania Hotel Petitenget,134,99,457045.0,45247455.0
2025-04-22,The Capital Hotel & Resort Seminyak,119,61,491909.0,30006449.0
2025-04-23,Liberta,100,79,251545.0,19872055.0
2025-04-23,Paragon Suites & Resort,115,102,335219.0,34192338.0
2025-04-23,D'Prima Hotel Petitenget,112,81,376045.0,30459645.0
2025-04-23,Daun Bali Seminyak Hotel,88,62,430346.0,26681452.0
2025-04-23,Kamania Hotel Petitenget,134,104,461054.0,47949616.0
2025-04-23,The Capital Hotel & Resort Seminyak,119,61,493090.0,30078490.0
2025-04-24,Liberta,100,73,254044.0,18545212.0
2025-04-24,Paragon Suites & Resort,115,70,300878.0,21061460.0
2025-04-24,D'Prima Hotel Petitenget,112,86,372658.0,32048588.0
2025-04-24,Daun Bali Seminyak Hotel,88,73,449849.0,32838977.0
2025-04-24,Kamania Hotel Petitenget,134,68,463547.0,31521196.0
2025-04-24,The Capital Hotel & Resort Seminyak,119,60,495159.0,29709540.0
2025-04-25,Liberta,100,82,235801.0,19335682.0
2025-04-25,Paragon Suites & Resort,115,88,319371.0,28104648.0
2025-04-25,D'Prima Hotel Petitenget,112,103,399391.0,41137273.0
2025-04-25,Kamania Hotel Petitenget,134,120,453448.0,54413760.0
2025-04-25,Daun Bali Seminyak Hotel,88,66,454612.0,30004392.0
2025-04-25,The Capital Hotel & Resort Seminyak,119,55,479359.0,26364745.0
2025-04-26,Liberta,100,83,242297.0,20110651.0
2025-04-26,Paragon Suites & Resort,115,96,330252.0,31704192.0
2025-04-26,D'Prima Hotel Petitenget,112,106,380483.0,40331198.0
2025-04-26,Daun Bali Seminyak Hotel,89,75,449240.0,33693000.0
2025-04-26,Kamania Hotel Petitenget,134,127,451343.0,57320561.0
2025-04-26,The Capital Hotel & Resort Seminyak,119,60,512223.0,30733380.0
2025-04-27,Liberta,100,84,248463.0,20870892.0
2025-04-27,Paragon Suites & Resort,115,81,317982.0,25756542.0
2025-04-27,Daun Bali Seminyak Hotel,90,61,441351.0,26922411.0
2025-04-27,Kamania Hotel Petitenget,134,117,449953.0,52644501.0
2025-04-27,The Capital Hotel & Resort Seminyak,119,57,492222.0,28056654.0
2025-04-27,D'Prima Hotel Petitenget,112,103,580447.0,59786041.0
2025-04-28,Liberta,100,82,247223.0,20272286.0
2025-04-28,Paragon Suites & Resort,115,87,332117.0,28894179.0
2025-04-28,Daun Bali Seminyak Hotel,91,55,429967.0,23648185.0
2025-04-28,Kamania Hotel Petitenget,134,123,448482.0,55163286.0
2025-04-28,The Capital Hotel & Resort Seminyak,119,60,502347.0,30140820.0
2025-04-28,D'Prima Hotel Petitenget,112,101,548511.0,55399611.0
2025-04-29,Liberta,100,83,254146.0,21094118.0
2025-04-29,Paragon Suites & Resort,115,71,320189.0,22733419.0
2025-04-29,Daun Bali Seminyak Hotel,88,66,451388.0,29791608.0
2025-04-29,Kamania Hotel Petitenget,134,124,455986.0,56542264.0
2025-04-29,The Capital Hotel & Resort Seminyak,119,63,493785.0,31108455.0
2025-04-29,D'Prima Hotel Petitenget,112,97,584354.0,56682338.0
2025-04-30,Liberta,100,80,233321.0,18665680.0
2025-04-30,Paragon Suites & Resort,115,82,301361.0,24711602.0
2025-04-30,D'Prima Hotel Petitenget,112,101,395450.0,39940450.0
2025-04-30,Daun Bali Seminyak Hotel,87,80,439910.0,35192800.0
2025-04-30,The Capital Hotel & Resort Seminyak,119,65,452619.0,29420235.0
2025-04-30,Kamania Hotel Petitenget,134,125,472631.0,59078875.0
2025-05-01,Liberta,100,80,234302.0,18744160.0
2025-05-01,Paragon Suites & Resort,115,85,312551.0,26566835.0
2025-05-01,D'Prima Hotel Petitenget,112,95,421155.0,40009725.0
2025-05-01,Daun Bali Seminyak Hotel,88,54,429541.0,23195214.0
2025-05-01,The Capital Hotel & Resort Seminyak,119,75,474461.0,35584575.0
2025-05-01,Kamania Hotel Petitenget,134,124,501556.0,62192944.0
2025-05-02,Liberta,100,98,239849.0,23505202.0
2025-05-02,Paragon Suites & Resort,115,93,325155.0,30239415.0
2025-05-02,D'Prima Hotel Petitenget,112,111,457353.0,50766183.0
2025-05-02,Daun Bali Seminyak Hotel,85,84,463621.0,38944164.0
2025-05-02,The Capital Hotel & Resort Seminyak,119,82,483551.0,39651182.0
2025-05-02,Kamania Hotel Petitenget,134,132,510781.0,67423092.0
2025-05-03,Liberta,100,91,237569.0,21618779.0
2025-05-03,Paragon Suites & Resort,115,75,318195.0,23864625.0
2025-05-03,Daun Bali Seminyak Hotel,85,80,447001.0,35760080.0
2025-05-03,The Capital Hotel & Resort Seminyak,119,79,454277.0,35887883.0
2025-05-03,D'Prima Hotel Petitenget,112,100,464608.0,46460800.0
2025-05-03,Kamania Hotel Petitenget,134,129,496085.0,63994965.0
2025-05-04,Liberta,100,96,248745.0,23879520.0
2025-05-04,Paragon Suites & Resort,115,71,301519.0,21407849.0
2025-05-04,Daun Bali Seminyak Hotel,89,79,453003.0,35787237.0
2025-05-04,Kamania Hotel Petitenget,134,119,472309.0,56204771.0
2025-05-04,D'Prima Hotel Petitenget,112,98,475856.0,46633888.0
2025-05-04,The Capital Hotel & Resort Seminyak,119,56,478195.0,26778920.0
2025-05-05,Liberta,100,85,239627.0,20368295.0
2025-05-05,Paragon Suites & Resort,115,73,303450.0,22151850.0
2025-05-05,D'Prima Hotel Petitenget,112,98,403381.0,39531338.0
2025-05-05,Daun Bali Seminyak Hotel,89,63,427360.0,26923680.0
2025-05-05,Kamania Hotel Petitenget,134,116,456587.0,52964092.0
2025-05-05,The Capital Hotel & Resort Seminyak,119,55,462853.0,25456915.0
2025-05-06,Liberta,100,94,220850.0,20759900.0
2025-05-06,Paragon Suites & Resort,115,79,310557.0,24534003.0
2025-05-06,D'Prima Hotel Petitenget,112,105,425831.0,44712255.0
2025-05-06,Daun Bali Seminyak Hotel,89,65,426406.0,27716390.0
2025-05-06,Kamania Hotel Petitenget,134,110,463383.0,50972130.0
2025-05-06,The Capital Hotel & Resort Seminyak,119,65,530477.0,34481005.0
2025-05-07,Liberta,100,97,225342.0,21858174.0
2025-05-07,Paragon Suites & Resort,115,75,318227.0,23867025.0
2025-05-07,Daun Bali Seminyak Hotel,88,70,432786.0,30295020.0
2025-05-07,The Capital Hotel & Resort Seminyak,119,56,474074.0,26548144.0
2025-05-07,Kamania Hotel Petitenget,134,125,486422.0,60802750.0
2025-05-07,D'Prima Hotel Petitenget,112,106,583524.0,61853544.0
2025-05-08,Liberta,100,93,243717.0,22665681.0
2025-05-08,Paragon Suites & Resort,115,81,329580.0,26695980.0
2025-05-08,D'Prima Hotel Petitenget,112,101,401823.0,40584123.0
2025-05-08,Daun Bali Seminyak Hotel,88,68,435483.0,29612844.0
2025-05-08,Kamania Hotel Petitenget,134,122,473500.0,57767000.0
2025-05-08,The Capital Hotel & Resort Seminyak,119,63,476320.0,30008160.0
2025-05-09,Liberta,100,96,242426.0,23272896.0
2025-05-09,Paragon Suites & Resort,115,88,352119.0,30986472.0
2025-05-09,Daun Bali Seminyak Hotel,88,73,470170.0,34322410.0
2025-05-09,Kamania Hotel Petitenget,134,124,472612.0,58603888.0
2025-05-09,The Capital Hotel & Resort Seminyak,119,70,492221.0,34455470.0
2025-05-09,D'Prima Hotel Petitenget,112,111,690052.0,76595772.0
2025-05-10,Liberta,100,86,213305.0,18344230.0
2025-05-10,Paragon Suites & Resort,115,98,335918.0,32919964.0
2025-05-10,Daun Bali Seminyak Hotel,90,90,483612.0,43525080.0
2025-05-10,Kamania Hotel Petitenget,134,128,503849.0,64492672.0
2025-05-10,The Capital Hotel & Resort Seminyak,119,80,530445.0,42435600.0
2025-05-10,D'Prima Hotel Petitenget,112,111,563224.0,62517864.0
2025-05-11,Liberta,100,81,210890.0,17082090.0
2025-05-11,Paragon Suites & Resort,115,95,348920.0,33147400.0
2025-05-11,D'Prima Hotel Petitenget,112,111,410783.0,45596913.0
2025-05-11,Daun Bali Seminyak Hotel,90,87,466715.0,40604205.0
2025-05-11,Kamania Hotel Petitenget,134,127,493539.0,62679453.0
2025-05-11,The Capital Hotel & Resort Seminyak,119,83,522674.0,43381942.0
2025-05-12,Liberta,100,89,253812.0,22589268.0
2025-05-12,Paragon Suites & Resort,115,91,351880.0,32021080.0
2025-05-12,D'Prima Hotel Petitenget,112,106,432724.0,45868744.0
